"","PresentationOrder","Condition","File","Subject","Group","Accent","TalkerID","AccRating","Block","Sentence","Mean.PossibleKeywords","Stimulus.OnsetTime","Stimulus.OffsetTime","Mean.Response.ACC","Mean.Response.RESP","PercentCorrect","Duration","OnsetMarker","ResponseOnset"
"1529","Fifth","C1","AD_B","7115","YNH","English","E5M",1.4,29,"They are kneeling down",2,321689,323110,0,1,0.5,1391,NA,-1391
"1530","Fifth","C1","AD_B","7115","YNH","English","E5M",1.4,30,"They ate the lemon pie",3,331102,332800,0,2,0.666666666666667,1668,NA,-1668
"1531","Fourth","C1","AD_A","314","OHI","English","E1M",1.1,1,"The glass bowl broke",3,12983,14490,0,2,0.666666666666667,1477,NA,-1477
"1532","Fourth","C1","AD_A","314","OHI","English","E1M",1.1,2,"Snow falls at christmas",4,23516,25210,0,1,0.25,1664,NA,-1664
"1533","Fourth","C1","AD_A","314","OHI","English","E1M",1.1,3,"She is taking her coat",4,40609,42030,0,3,0.75,1391,NA,-1391
"1534","Fourth","C1","AD_A","314","OHI","English","E1M",1.1,4,"They ate the lemon pie",3,53529,55160,1,3,1,1601,NA,-1601
"1535","Fourth","C1","AD_A","314","OHI","English","E1M",1.1,5,"The dinner plate is hot",4,69889,71359,1,4,1,1440,NA,-1440
"1536","Fourth","C1","AD_A","314","OHI","English","E1M",1.1,6,"A girl kicked the table",3,81369,82859,1,3,1,1460,NA,-1460
"1537","Fourth","C1","AD_A","314","OHI","English","E1M",1.1,7,"School finished early today",4,91635,93509,0,3,0.75,1844,NA,-1844
"1538","Fourth","C1","AD_A","314","OHI","English","E1M",1.1,8,"They say some silly things",4,105355,107199,1,4,1,1814,NA,-1814
"1539","Fourth","C1","AD_A","314","OHI","English","E1M",1.1,9,"The man cleaned his shoes",4,117755,119559,1,4,1,1774,NA,-1774
"1540","Fourth","C1","AD_A","314","OHI","English","E1M",1.1,10,"The room is getting cold",3,128795,130199,1,3,1,1374,NA,-1374
"1541","Fourth","C1","AD_A","314","OHI","English","E1M",1.1,11,"Lemons grow on trees",4,139635,141439,1,4,1,1774,NA,-1774
"1542","Fourth","C1","AD_A","314","OHI","English","E1M",1.1,12,"The farmer keeps a bull",3,149195,150609,1,3,1,1384,NA,-1384
"1543","Fourth","C1","AD_A","314","OHI","English","E1M",1.1,13,"She spoke to her son",4,159848,161328,0,3,0.75,1450,NA,-1450
"1544","Fourth","C1","AD_A","314","OHI","English","E1M",1.1,14,"The thin dog was hungry",4,171514,172988,1,4,1,1444,NA,-1444
"1545","Fourth","C1","AD_A","314","OHI","English","E1M",1.1,15,"The old man is worried",4,184528,186048,1,4,1,1490,NA,-1490
"1546","Fourth","C1","AD_A","314","OHI","English","E1M",1.1,16,"The little baby is sleeping",3,193714,195298,1,3,1,1554,NA,-1554
"1547","Fourth","C1","AD_A","314","OHI","English","E1M",1.1,17,"The machine was very noisy",4,203341,205128,1,4,1,1757,NA,-1757
"1548","Fourth","C1","AD_A","314","OHI","English","E1M",1.1,18,"They are kneeling down",2,213514,214738,0,0,0,1194,NA,-1194
"1549","Fourth","C1","AD_A","314","OHI","English","E1M",1.1,19,"The lady wore a coat",3,224087,225328,1,3,1,1211,NA,-1211
"1550","Fourth","C1","AD_A","314","OHI","English","E1M",1.1,20,"The lady is making a toy",3,234087,235848,1,3,1,1731,NA,-1731
"1551","Fourth","C1","AD_A","314","OHI","English","E1M",1.1,21,"Father looked at the book",4,246727,248307,1,4,1,1550,NA,-1550
"1552","Fourth","C1","AD_A","314","OHI","English","E1M",1.1,22,"A mouse ran down the hole",4,257193,258847,0,3,0.75,1624,NA,-1624
"1553","Fourth","C1","AD_A","314","OHI","English","E1M",1.1,23,"Some sticks were under the tree",5,268527,270247,1,5,1,1690,NA,-1690
"1554","Fourth","C1","AD_A","314","OHI","English","E1M",1.1,24,"They are crossing the street",2,278886,280307,1,2,1,1391,NA,-1391
"1555","Fourth","C1","AD_A","314","OHI","English","E1M",1.1,25,"Some animals sleep on straw",5,288753,290667,1,5,1,1884,NA,-1884
"1556","Fourth","C1","AD_A","314","OHI","English","E1M",1.1,26,"The police chased the car",3,300300,302007,1,3,1,1677,NA,-1677
"1557","Fourth","C1","AD_A","314","OHI","English","E1M",1.1,27,"A boy ran down the path",4,309579,311236,1,4,1,1627,NA,-1627
"1558","Fourth","C1","AD_A","314","OHI","English","E1M",1.1,28,"Some men shave in the morning",5,320606,322456,0,4,0.8,1820,NA,-1820
"1559","Fourth","C1","AD_A","314","OHI","English","E1M",1.1,29,"The house had a nice garden",4,331673,333196,1,4,1,1493,NA,-1493
"1560","Fourth","C1","AD_A","314","OHI","English","E1M",1.1,30,"The boy knew the game",3,342646,343996,1,3,1,1320,NA,-1320
"1561","Second","C1","AD_B","7210","ONH","English","E5M",1.4,1,"A girl kicked the table",3,20963,22747,1,3,1,1754,NA,-1754
"1562","Second","C1","AD_B","7210","ONH","English","E5M",1.4,2,"School finished early today",4,33456,35227,1,4,1,1741,NA,-1741
"1563","Second","C1","AD_B","7210","ONH","English","E5M",1.4,3,"Snow falls at christmas",4,44229,45747,0,2,0.5,1488,NA,-1488
"1564","Second","C1","AD_B","7210","ONH","English","E5M",1.4,4,"The old man is worried",4,56816,58366,1,4,1,1520,NA,-1520
"1565","Second","C1","AD_B","7210","ONH","English","E5M",1.4,5,"She spoke to her son",4,67616,69066,1,4,1,1420,NA,-1420
"1566","Second","C1","AD_B","7210","ONH","English","E5M",1.4,6,"The lady is making a toy",3,78549,80266,1,3,1,1687,NA,-1687
"1567","Second","C1","AD_B","7210","ONH","English","E5M",1.4,7,"The farmer keeps a bull",3,89282,90666,0,2,0.666666666666667,1354,NA,-1354
"1568","Second","C1","AD_B","7210","ONH","English","E5M",1.4,8,"The boy knew the game",3,101962,103396,1,3,1,1404,NA,-1404
"1569","Second","C1","AD_B","7210","ONH","English","E5M",1.4,9,"A mouse ran down the hole",4,115068,116886,0,3,0.75,1788,NA,-1788
"1570","Second","C1","AD_B","7210","ONH","English","E5M",1.4,10,"The machine was very noisy",4,128775,130566,1,4,1,1761,NA,-1761
"1571","Second","C1","AD_B","7210","ONH","English","E5M",1.4,11,"Some men shave in the morning",5,143228,144975,1,5,1,1717,NA,-1717
"1572","Second","C1","AD_B","7210","ONH","English","E5M",1.4,12,"They are crossing the street",2,154428,155965,1,2,1,1507,NA,-1507
"1573","Second","C1","AD_B","7210","ONH","English","E5M",1.4,13,"The room is getting cold",3,165614,167155,1,3,1,1511,NA,-1511
"1574","Second","C1","AD_B","7210","ONH","English","E5M",1.4,14,"The lady wore a coat",3,177188,178595,1,3,1,1377,NA,-1377
"1575","Second","C1","AD_B","7210","ONH","English","E5M",1.4,15,"The dinner plate is hot",4,187708,189255,1,4,1,1517,NA,-1517
"1576","Second","C1","AD_B","7210","ONH","English","E5M",1.4,16,"A boy ran down the path",4,197774,199675,0,3,0.75,1871,NA,-1871
"1577","Second","C1","AD_B","7210","ONH","English","E5M",1.4,17,"They ate the lemon pie",3,210601,212295,1,3,1,1664,NA,-1664
"1578","Second","C1","AD_B","7210","ONH","English","E5M",1.4,18,"The little baby is sleeping",3,221494,223054,1,3,1,1530,NA,-1530
"1579","Second","C1","AD_B","7210","ONH","English","E5M",1.4,19,"Father looked at the book",4,232774,234674,1,4,1,1870,NA,-1870
"1580","Second","C1","AD_B","7210","ONH","English","E5M",1.4,20,"They say some silly things",4,247293,248814,0,1,0.25,1491,NA,-1491
"1581","Second","C1","AD_B","7210","ONH","English","E5M",1.4,21,"The house had a nice garden",4,263547,265294,1,4,1,1717,NA,-1717
"1582","Second","C1","AD_B","7210","ONH","English","E5M",1.4,22,"The police chased the car",3,279066,280774,1,3,1,1678,NA,-1678
"1583","Second","C1","AD_B","7210","ONH","English","E5M",1.4,23,"The glass bowl broke",3,292080,293804,0,2,0.666666666666667,1694,NA,-1694
"1584","Second","C1","AD_B","7210","ONH","English","E5M",1.4,24,"The thin dog was hungry",4,303906,305513,0,3,0.75,1577,NA,-1577
"1585","Second","C1","AD_B","7210","ONH","English","E5M",1.4,25,"Some sticks were under the tree",5,318306,320203,0,0,0,1867,NA,-1867
"1586","Second","C1","AD_B","7210","ONH","English","E5M",1.4,26,"She is taking her coat",4,333826,335283,1,4,1,1427,NA,-1427
"1587","Second","C1","AD_B","7210","ONH","English","E5M",1.4,27,"Some animals sleep on straw",5,347199,349224,1,5,1,1995,NA,-1995
"1588","Second","C1","AD_B","7210","ONH","English","E5M",1.4,28,"The man cleaned his shoes",4,360999,362573,1,4,1,1544,NA,-1544
"1589","Second","C1","AD_B","7210","ONH","English","E5M",1.4,29,"They are kneeling down",2,373239,374663,0,1,0.5,1394,NA,-1394
"1590","Second","C1","AD_B","7210","ONH","English","E5M",1.4,30,"Lemons grow on trees",4,385718,387172,1,4,1,1424,NA,-1424
"1591","First","C1","AD_B","7116","YNH","English","E5M",1.4,1,"The man cleaned his shoes",4,10916,12494,0,3,0.75,1548,NA,-1548
"1592","First","C1","AD_B","7116","YNH","English","E5M",1.4,2,"School finished early today",4,21730,23505,0,3,0.75,1745,NA,-1745
"1593","First","C1","AD_B","7116","YNH","English","E5M",1.4,3,"The room is getting cold",3,33131,34673,1,3,1,1512,NA,-1512
"1594","First","C1","AD_B","7116","YNH","English","E5M",1.4,4,"A mouse ran down the hole",4,44225,46043,1,4,1,1788,NA,-1788
"1595","First","C1","AD_B","7116","YNH","English","E5M",1.4,5,"The house had a nice garden",4,55826,57574,1,4,1,1718,NA,-1718
"1596","First","C1","AD_B","7116","YNH","English","E5M",1.4,6,"Snow falls at christmas",4,67347,68864,1,4,1,1487,NA,-1487
"1597","First","C1","AD_B","7116","YNH","English","E5M",1.4,7,"Lemons grow on trees",4,77947,79404,1,4,1,1427,NA,-1427
"1598","First","C1","AD_B","7116","YNH","English","E5M",1.4,8,"The lady wore a coat",3,88335,89744,1,3,1,1379,NA,-1379
"1599","First","C1","AD_B","7116","YNH","English","E5M",1.4,9,"They are kneeling down",2,98602,100023,0,1,0.5,1391,NA,-1391
"1600","First","C1","AD_B","7116","YNH","English","E5M",1.4,10,"The thin dog was hungry",4,108910,110514,0,3,0.75,1574,NA,-1574
"1601","First","C1","AD_B","7116","YNH","English","E5M",1.4,11,"The farmer keeps a bull",3,119604,120993,0,2,0.666666666666667,1359,NA,-1359
"1602","First","C1","AD_B","7116","YNH","English","E5M",1.4,12,"Father looked at the book",4,129364,131273,1,4,1,1879,NA,-1879
"1603","First","C1","AD_B","7116","YNH","English","E5M",1.4,13,"The boy knew the game",3,140712,142143,0,3,1,1401,NA,-1401
"1604","First","C1","AD_B","7116","YNH","English","E5M",1.4,14,"They say some silly things",4,153193,154723,0,0,0,1500,NA,-1500
"1605","First","C1","AD_B","7116","YNH","English","E5M",1.4,15,"She is taking her coat",4,163727,165182,0,3,0.75,1425,NA,-1425
"1606","First","C1","AD_B","7116","YNH","English","E5M",1.4,16,"A boy ran down the path",4,174247,176152,0,3,0.75,1875,NA,-1875
"1607","First","C1","AD_B","7116","YNH","English","E5M",1.4,17,"The glass bowl broke",3,185635,187363,1,3,1,1698,NA,-1698
"1608","First","C1","AD_B","7116","YNH","English","E5M",1.4,18,"A girl kicked the table",3,195702,197492,0,2,0.666666666666667,1760,NA,-1760
"1609","First","C1","AD_B","7116","YNH","English","E5M",1.4,19,"Some men shave in the morning",5,205543,207291,0,4,0.8,1718,NA,-1718
"1610","First","C1","AD_B","7116","YNH","English","E5M",1.4,20,"The dinner plate is hot",4,217024,218572,1,4,1,1518,NA,-1518
"1611","First","C1","AD_B","7116","YNH","English","E5M",1.4,21,"The police chased the car",3,229238,230941,1,3,1,1673,NA,-1673
"1612","First","C1","AD_B","7116","YNH","English","E5M",1.4,22,"She spoke to her son",4,239372,240831,1,4,1,1429,NA,-1429
"1613","First","C1","AD_B","7116","YNH","English","E5M",1.4,23,"Some animals sleep on straw",5,249066,251092,1,5,1,1996,NA,-1996
"1614","First","C1","AD_B","7116","YNH","English","E5M",1.4,24,"The little baby is sleeping",3,260573,262141,1,3,1,1538,NA,-1538
"1615","First","C1","AD_B","7116","YNH","English","E5M",1.4,25,"The machine was very noisy",4,270654,272451,1,4,1,1767,NA,-1767
"1616","First","C1","AD_B","7116","YNH","English","E5M",1.4,26,"They ate the lemon pie",3,282255,283951,0,2,0.666666666666667,1666,NA,-1666
"1617","First","C1","AD_B","7116","YNH","English","E5M",1.4,27,"The lady is making a toy",3,294109,295820,1,3,1,1681,NA,-1681
"1618","First","C1","AD_B","7116","YNH","English","E5M",1.4,28,"Some sticks were under the tree",5,304763,306661,0,1,0.2,1868,NA,-1868
"1619","First","C1","AD_B","7116","YNH","English","E5M",1.4,29,"The old man is worried",4,317431,318990,1,4,1,1529,NA,-1529
"1620","First","C1","AD_B","7116","YNH","English","E5M",1.4,30,"They are crossing the street",2,328311,329851,1,2,1,1510,NA,-1510
"1621","Second","C1","AD_A","315","OHI","English","E1M",1.1,1,"School finished early today",4,9404,11284,0,3,0.75,1850,NA,-1850
"1622","Second","C1","AD_A","315","OHI","English","E1M",1.1,2,"They ate the lemon pie",3,19564,21203,1,3,1,1609,NA,-1609
"1623","Second","C1","AD_A","315","OHI","English","E1M",1.1,3,"The police chased the car",3,29272,30973,1,3,1,1671,NA,-1671
"1624","Second","C1","AD_A","315","OHI","English","E1M",1.1,4,"They say some silly things",4,39299,41142,1,4,1,1813,NA,-1813
"1625","Second","C1","AD_A","315","OHI","English","E1M",1.1,5,"The house had a nice garden",4,49940,51462,1,4,1,1492,NA,-1492
"1626","Second","C1","AD_A","315","OHI","English","E1M",1.1,6,"A boy ran down the path",4,62221,63872,1,4,1,1621,NA,-1621
"1627","Second","C1","AD_A","315","OHI","English","E1M",1.1,7,"They are kneeling down",2,76915,78143,0,0,0,1198,NA,-1198
"1628","Second","C1","AD_A","315","OHI","English","E1M",1.1,8,"Some animals sleep on straw",5,88702,90622,1,5,1,1890,NA,-1890
"1629","Second","C1","AD_A","315","OHI","English","E1M",1.1,9,"The glass bowl broke",3,99623,101133,0,2,0.666666666666667,1480,NA,-1480
"1630","Second","C1","AD_A","315","OHI","English","E1M",1.1,10,"They are crossing the street",2,109784,111212,0,1,0.5,1398,NA,-1398
"1631","Second","C1","AD_A","315","OHI","English","E1M",1.1,11,"The boy knew the game",3,121505,122862,0,1,0.333333333333333,1327,NA,-1327
"1632","Second","C1","AD_A","315","OHI","English","E1M",1.1,12,"The man cleaned his shoes",4,133625,135432,1,4,1,1777,NA,-1777
"1633","Second","C1","AD_A","315","OHI","English","E1M",1.1,13,"Father looked at the book",4,147800,149381,1,4,1,1551,NA,-1551
"1634","Second","C1","AD_A","315","OHI","English","E1M",1.1,14,"The thin dog was hungry",4,160947,162421,1,4,1,1444,NA,-1444
"1635","Second","C1","AD_A","315","OHI","English","E1M",1.1,15,"The dinner plate is hot",4,173815,175291,1,4,1,1446,NA,-1446
"1636","Second","C1","AD_A","315","OHI","English","E1M",1.1,16,"The lady is making a toy",3,185709,187473,1,3,1,1734,NA,-1734
"1637","Second","C1","AD_A","315","OHI","English","E1M",1.1,17,"The old man is worried",4,199403,200932,0,3,0.75,1499,NA,-1499
"1638","Second","C1","AD_A","315","OHI","English","E1M",1.1,18,"Snow falls at christmas",4,212458,214150,0,0,0,1662,NA,-1662
"1639","Second","C1","AD_A","315","OHI","English","E1M",1.1,19,"The room is getting cold",3,225099,226501,1,3,1,1372,NA,-1372
"1640","Second","C1","AD_A","315","OHI","English","E1M",1.1,20,"The machine was very noisy",4,236926,238710,1,4,1,1754,NA,-1754
"1641","Second","C1","AD_A","315","OHI","English","E1M",1.1,21,"A girl kicked the table",3,249554,251051,1,3,1,1467,NA,-1467
"1642","Second","C1","AD_A","315","OHI","English","E1M",1.1,22,"She is taking her coat",4,261434,262861,1,4,1,1397,NA,-1397
"1643","Second","C1","AD_A","315","OHI","English","E1M",1.1,23,"The farmer keeps a bull",3,273262,274681,1,3,1,1389,NA,-1389
"1644","Second","C1","AD_A","315","OHI","English","E1M",1.1,24,"Lemons grow on trees",4,284823,286630,1,4,1,1777,NA,-1777
"1645","Second","C1","AD_A","315","OHI","English","E1M",1.1,25,"The little baby is sleeping",3,299184,300769,1,3,1,1555,NA,-1555
"1646","Second","C1","AD_A","315","OHI","English","E1M",1.1,26,"A mouse ran down the hole",4,309584,311239,0,3,0.75,1625,NA,-1625
"1647","Second","C1","AD_A","315","OHI","English","E1M",1.1,27,"Some men shave in the morning",5,323359,325209,1,5,1,1820,NA,-1820
"1648","Second","C1","AD_A","315","OHI","English","E1M",1.1,28,"Some sticks were under the tree",5,335640,337369,1,5,1,1699,NA,-1699
"1649","Second","C1","AD_A","315","OHI","English","E1M",1.1,29,"She spoke to her son",4,346547,348029,1,4,1,1452,NA,-1452
"1650","Second","C1","AD_A","315","OHI","English","E1M",1.1,30,"The lady wore a coat",3,359908,361150,1,3,1,1212,NA,-1212
"1651","Fifth","C1","AD_A","7211","ONH","English","E1M",1.1,1,"The boy knew the game",3,15584,16940,0,2,0.666666666666667,1326,NA,-1326
"1652","Fifth","C1","AD_A","7211","ONH","English","E1M",1.1,2,"She spoke to her son",4,29557,31040,1,4,1,1453,NA,-1453
"1653","Fifth","C1","AD_A","7211","ONH","English","E1M",1.1,3,"The old man is worried",4,42357,43880,0,2,0.5,1493,NA,-1493
"1654","Fifth","C1","AD_A","7211","ONH","English","E1M",1.1,4,"They are kneeling down",2,56263,57490,0,0,0,1197,NA,-1197
"1655","Fifth","C1","AD_A","7211","ONH","English","E1M",1.1,5,"Some sticks were under the tree",5,73597,75320,0,3,0.6,1693,NA,-1693
"1656","Fifth","C1","AD_A","7211","ONH","English","E1M",1.1,6,"The lady is making a toy",3,87650,89419,0,2,0.666666666666667,1739,NA,-1739
"1657","Fifth","C1","AD_A","7211","ONH","English","E1M",1.1,7,"The dinner plate is hot",4,100490,101969,0,0,0,1449,NA,-1449
"1658","Fifth","C1","AD_A","7211","ONH","English","E1M",1.1,8,"A boy ran down the path",4,112863,114519,0,0,0,1626,NA,-1626
"1659","Fifth","C1","AD_A","7211","ONH","English","E1M",1.1,9,"The thin dog was hungry",4,126076,127549,0,0,0,1443,NA,-1443
"1660","Fifth","C1","AD_A","7211","ONH","English","E1M",1.1,10,"She is taking her coat",4,145329,146759,1,4,1,1400,NA,-1400
"1661","Fifth","C1","AD_A","7211","ONH","English","E1M",1.1,11,"Father looked at the book",4,157276,158858,1,4,1,1552,NA,-1552
"1662","Fifth","C1","AD_A","7211","ONH","English","E1M",1.1,12,"They say some silly things",4,173409,175258,1,4,1,1819,NA,-1819
"1663","Fifth","C1","AD_A","7211","ONH","English","E1M",1.1,13,"The man cleaned his shoes",4,185875,187678,1,4,1,1773,NA,-1773
"1664","Fifth","C1","AD_A","7211","ONH","English","E1M",1.1,14,"The farmer keeps a bull",3,211448,212868,0,1,0.333333333333333,1390,NA,-1390
"1665","Fifth","C1","AD_A","7211","ONH","English","E1M",1.1,15,"The police chased the car",3,225568,227278,0,2,0.666666666666667,1680,NA,-1680
"1666","Fifth","C1","AD_A","7211","ONH","English","E1M",1.1,16,"A girl kicked the table",3,238728,240228,0,2,0.666666666666667,1470,NA,-1470
"1667","Fifth","C1","AD_A","7211","ONH","English","E1M",1.1,17,"The machine was very noisy",4,257621,259407,1,4,1,1756,NA,-1756
"1668","Fifth","C1","AD_A","7211","ONH","English","E1M",1.1,18,"They ate the lemon pie",3,268634,270267,1,3,1,1603,NA,-1603
"1669","Fifth","C1","AD_A","7211","ONH","English","E1M",1.1,19,"The little baby is sleeping",3,279594,281177,1,3,1,1553,NA,-1553
"1670","Fifth","C1","AD_A","7211","ONH","English","E1M",1.1,20,"Some animals sleep on straw",5,288821,290737,1,5,1,1886,NA,-1886
"1671","Fifth","C1","AD_A","7211","ONH","English","E1M",1.1,21,"Some men shave in the morning",5,300074,301927,1,5,1,1823,NA,-1823
"1672","Fifth","C1","AD_A","7211","ONH","English","E1M",1.1,22,"The lady wore a coat",3,321647,322897,1,3,1,1220,NA,-1220
"1673","Fifth","C1","AD_A","7211","ONH","English","E1M",1.1,23,"Lemons grow on trees",4,334513,336316,1,4,1,1773,NA,-1773
"1674","Fifth","C1","AD_A","7211","ONH","English","E1M",1.1,24,"The house had a nice garden",4,354713,356236,1,4,1,1493,NA,-1493
"1675","Fifth","C1","AD_A","7211","ONH","English","E1M",1.1,25,"The glass bowl broke",3,364380,365886,1,3,1,1476,NA,-1476
"1676","Fifth","C1","AD_A","7211","ONH","English","E1M",1.1,26,"A mouse ran down the hole",4,375460,377116,1,4,1,1626,NA,-1626
"1677","Fifth","C1","AD_A","7211","ONH","English","E1M",1.1,27,"School finished early today",4,393619,395496,0,3,0.75,1847,NA,-1847
"1678","Fifth","C1","AD_A","7211","ONH","English","E1M",1.1,28,"The room is getting cold",3,407393,408795,1,3,1,1372,NA,-1372
"1679","Fifth","C1","AD_A","7211","ONH","English","E1M",1.1,29,"They are crossing the street",2,418392,419815,1,2,1,1393,NA,-1393
"1680","Fifth","C1","AD_A","7211","ONH","English","E1M",1.1,30,"Snow falls at christmas",4,431819,433515,0,0,0,1666,NA,-1666
"1681","Fourth","C1","AD_A","7212","ONH","English","E1M",1.1,1,"Snow falls at christmas",4,12852,14548,1,4,1,1666,NA,-1666
"1682","Fourth","C1","AD_A","7212","ONH","English","E1M",1.1,2,"A boy ran down the path",4,25705,27358,0,0,0,1623,NA,-1623
"1683","Fourth","C1","AD_A","7212","ONH","English","E1M",1.1,3,"The lady is making a toy",3,37305,39068,1,3,1,1733,NA,-1733
"1684","Fourth","C1","AD_A","7212","ONH","English","E1M",1.1,4,"The old man is worried",4,49372,50897,0,3,0.75,1495,NA,-1495
"1685","Fourth","C1","AD_A","7212","ONH","English","E1M",1.1,5,"Some sticks were under the tree",5,61251,62977,1,5,1,1696,NA,-1696
"1686","Fourth","C1","AD_A","7212","ONH","English","E1M",1.1,6,"A mouse ran down the hole",4,76465,78117,0,3,0.75,1622,NA,-1622
"1687","Fourth","C1","AD_A","7212","ONH","English","E1M",1.1,7,"They are crossing the street",2,88118,89547,1,2,1,1399,NA,-1399
"1688","Fourth","C1","AD_A","7212","ONH","English","E1M",1.1,8,"Father looked at the book",4,100264,101847,1,4,1,1553,NA,-1553
"1689","Fourth","C1","AD_A","7212","ONH","English","E1M",1.1,9,"A girl kicked the table",3,112824,114317,1,3,1,1463,NA,-1463
"1690","Fourth","C1","AD_A","7212","ONH","English","E1M",1.1,10,"The farmer keeps a bull",3,128051,129466,1,3,1,1385,NA,-1385
"1691","Fourth","C1","AD_A","7212","ONH","English","E1M",1.1,11,"Lemons grow on trees",4,138944,140746,0,0,0,1772,NA,-1772
"1692","Fourth","C1","AD_A","7212","ONH","English","E1M",1.1,12,"School finished early today",4,150330,152206,0,3,0.75,1846,NA,-1846
"1693","Fourth","C1","AD_A","7212","ONH","English","E1M",1.1,13,"They are kneeling down",2,162877,164106,0,0,0,1199,NA,-1199
"1694","Fourth","C1","AD_A","7212","ONH","English","E1M",1.1,14,"The dinner plate is hot",4,173490,174966,0,3,0.75,1446,NA,-1446
"1695","Fourth","C1","AD_A","7212","ONH","English","E1M",1.1,15,"She spoke to her son",4,184583,186066,0,3,0.75,1453,NA,-1453
"1696","Fourth","C1","AD_A","7212","ONH","English","E1M",1.1,16,"The boy knew the game",3,196637,197996,0,1,0.333333333333333,1329,NA,-1329
"1697","Fourth","C1","AD_A","7212","ONH","English","E1M",1.1,17,"The room is getting cold",3,207410,208815,1,3,1,1375,NA,-1375
"1698","Fourth","C1","AD_A","7212","ONH","English","E1M",1.1,18,"The lady wore a coat",3,221503,222745,1,3,1,1212,NA,-1212
"1699","Fourth","C1","AD_A","7212","ONH","English","E1M",1.1,19,"Some men shave in the morning",5,231676,233535,1,5,1,1829,NA,-1829
"1700","Fourth","C1","AD_A","7212","ONH","English","E1M",1.1,20,"The man cleaned his shoes",4,245529,247335,1,4,1,1776,NA,-1776
"1701","Fourth","C1","AD_A","7212","ONH","English","E1M",1.1,21,"The machine was very noisy",4,257756,259545,1,4,1,1759,NA,-1759
"1702","Fourth","C1","AD_A","7212","ONH","English","E1M",1.1,22,"The thin dog was hungry",4,270982,272455,0,1,0.25,1443,NA,-1443
"1703","Fourth","C1","AD_A","7212","ONH","English","E1M",1.1,23,"The police chased the car",3,280929,282635,1,3,1,1676,NA,-1676
"1704","Fourth","C1","AD_A","7212","ONH","English","E1M",1.1,24,"They ate the lemon pie",3,293409,295044,0,1,0.333333333333333,1605,NA,-1605
"1705","Fourth","C1","AD_A","7212","ONH","English","E1M",1.1,25,"The little baby is sleeping",3,305742,307324,1,3,1,1552,NA,-1552
"1706","Fourth","C1","AD_A","7212","ONH","English","E1M",1.1,26,"The house had a nice garden",4,316235,317764,1,4,1,1499,NA,-1499
"1707","Fourth","C1","AD_A","7212","ONH","English","E1M",1.1,27,"She is taking her coat",4,329595,331024,1,4,1,1399,NA,-1399
"1708","Fourth","C1","AD_A","7212","ONH","English","E1M",1.1,28,"Some animals sleep on straw",5,342808,344724,1,5,1,1886,NA,-1886
"1709","Fourth","C1","AD_A","7212","ONH","English","E1M",1.1,29,"They say some silly things",4,354621,356464,1,4,1,1813,NA,-1813
"1710","Fourth","C1","AD_A","7212","ONH","English","E1M",1.1,30,"The glass bowl broke",3,366888,368393,0,0,0,1475,NA,-1475
"1711","Fifth","C1","AD_B","316","OHI","English","E5M",1.4,1,"She is taking her coat",4,19805,21258,0,3,0.75,1423,NA,-1423
"1712","Fifth","C1","AD_B","316","OHI","English","E5M",1.4,2,"Lemons grow on trees",4,37633,39087,1,4,1,1424,NA,-1424
"1713","Fifth","C1","AD_B","316","OHI","English","E5M",1.4,3,"The thin dog was hungry",4,53340,54947,1,4,1,1577,NA,-1577
"1714","Fifth","C1","AD_B","316","OHI","English","E5M",1.4,4,"They are crossing the street",2,66461,67996,1,2,1,1505,NA,-1505
"1715","Fifth","C1","AD_B","316","OHI","English","E5M",1.4,5,"They ate the lemon pie",3,78315,80007,0,2,0.666666666666667,1662,NA,-1662
"1716","Fifth","C1","AD_B","316","OHI","English","E5M",1.4,6,"A mouse ran down the hole",4,92463,94277,0,3,0.75,1784,NA,-1784
"1717","Fifth","C1","AD_B","316","OHI","English","E5M",1.4,7,"The police chased the car",3,106824,108527,1,3,1,1673,NA,-1673
"1718","Fifth","C1","AD_B","316","OHI","English","E5M",1.4,8,"The farmer keeps a bull",3,121172,122555,0,2,0.666666666666667,1353,NA,-1353
"1719","Fifth","C1","AD_B","316","OHI","English","E5M",1.4,9,"They say some silly things",4,135946,137475,0,1,0.25,1499,NA,-1499
"1720","Fifth","C1","AD_B","316","OHI","English","E5M",1.4,10,"The house had a nice garden",4,150734,152476,0,3,0.75,1712,NA,-1712
"1721","Fifth","C1","AD_B","316","OHI","English","E5M",1.4,11,"A girl kicked the table",3,166281,168066,1,3,1,1755,NA,-1755
"1722","Fifth","C1","AD_B","316","OHI","English","E5M",1.4,12,"Some animals sleep on straw",5,181283,183306,1,5,1,1993,NA,-1993
"1723","Fifth","C1","AD_B","316","OHI","English","E5M",1.4,13,"The man cleaned his shoes",4,193270,194845,1,4,1,1545,NA,-1545
"1724","Fifth","C1","AD_B","316","OHI","English","E5M",1.4,14,"The machine was very noisy",4,205218,207014,1,4,1,1766,NA,-1766
"1725","Fifth","C1","AD_B","316","OHI","English","E5M",1.4,15,"The old man is worried",4,218765,220324,1,4,1,1529,NA,-1529
"1726","Fifth","C1","AD_B","316","OHI","English","E5M",1.4,16,"The glass bowl broke",3,232526,234254,1,3,1,1698,NA,-1698
"1727","Fifth","C1","AD_B","316","OHI","English","E5M",1.4,17,"She spoke to her son",4,244100,245554,1,4,1,1424,NA,-1424
